Timestamp,Gender,Age,Education level,Field of occupation,Occupation level,Country of Residence,Which of the following mobile phone app uses AI in its operations,Can an AI tool determine if you have risk of Pneumonia by examining your chest x-rays?,"When you try to unlock your mobile phone using a pin, does an underline AI tool make that decision?",Think about the advertisements you see when you are on the internet. Are those selected by AI tools?,Assume that an AI system makes decisions for you in your day-to-day activities. How important is it to know the reasons behind such decisions?,Assume that an AI system makes decisions for you in your day-to-day activities. When do you need an explanation for such a decision?,A person is discharged from the hospital after a hospital stay of more than a week. An AI system predicts that he will be readmitted within the next 30 days.,An online clothing store recommends dresses to its customer with the help of an AI system. Suppose this system recommends the dress in Figure 1,A company decides the salary of its new recruits using an AI system. For one employee the AI systems decided to pay less than $50k per annum. ,An AI system developed to recognize different pets has recognized the animal in Figure 1 as a Cat.,"Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Financial impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Medical impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Legal impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Social posting  impact (fb/ig)]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Time Wasted]",Which kind of explanations about the AI system would you like to see? ,What kind of explanation is more useful for you?,"Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A surveillance system detecting suspicious person at public places.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A smartwatch detecting Atrial fibrillation (a common heart rhythm disorder that elevates stroke risk) in stroke survivors.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A remote monitoring systems in tunnels alerting maintenance requirements.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [An intelligent virtual assistant helping to operate home appliances.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A parking slot recommendation systems in the city area.]",I expect explanations to be,Are there any comments or concerns you would like to raise about XAI?
5/7/2022 15:37:31,Male,31,Completed Undergraduate Degree,Computer and Mathematical,Management level,Sri Lanka,All of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,2,2,1,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,2,2,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
5/7/2022 15:56:58,Female,32,Completed Undergraduate Degree,Other,Middle level,Sri Lanka,Email,I do not know,Yes,Yes,Neutral,I need an explanation when I get the decision I expected,(a),(a),(b),(a),2,3,2,2,3,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,2,2,2,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/7/2022 16:14:48,Female,33,Completed Post Graduate Degree,"Education, Training, and Library",Entry level,Japan,Calculator,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(a),(b),(a),1,1,2,3,1,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,2,2,3,4,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
5/7/2022 16:45:55,Female,30,Completed Post Graduate Degree,Business and Financial Operations,Middle level,Sri Lanka,Email,I do not know,Yes,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(b),3,4,5,1,2,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,4,5,3,1,2,"Easy to understand - Expect no technical expertise from me, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, I would like to have easy to understand explanations, but with some technical aspects as well., I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/7/2022 17:54:08,Female,32,Completed Post Graduate Degree,Architecture and Engineering,Middle level,United Arab Emirates,All of the above,Yes,I do not know,Yes,Important,I need an explanation for both decisions,(b),(a),(a),(b),4,4,4,4,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,3,4,4,4,3,Easy to understand - Expect no technical expertise from me,
5/7/2022 18:11:05,Female,37,Completed Post Graduate Degree,Business and Financial Operations,Middle level,Sri Lanka,None of the above,I do not know,Yes,Yes,Important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),1,1,1,2,1,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,1,1,2,2,"Easy to understand - Expect no technical expertise from me, Interactive - Allow me to understand reasoning of the AI system in different granularities, Be transparent about potential biases associated with both the results and explanations",
5/7/2022 19:29:46,Female,33,Completed Undergraduate Degree,Architecture and Engineering,Middle level,Finland,None of the above,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(b),(b),(a),(a),2,1,2,1,2,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,3,2,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Discriminative - State Specific reasons influence the different decisions of AI system, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/7/2022 20:10:48,Male,40,Completed Post Graduate Degree,Construction and Extraction,Management level,Singapore,All of the above,No,I do not know,Yes,Very important,I need an explanation when I get the decision I expected,(b),(a),(a),(a),4,4,3,4,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,4,4,4,5,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/7/2022 20:16:12,Male,30,Completed Post Graduate Degree,Business and Financial Operations,Middle level,Singapore,Email,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(b),4,3,3,1,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,1,3,5,5,"Easy to understand - Expect no technical expertise from me, Consistent - Provide similar explanations for similar/neighboring examples, I would like to have easy to understand explanations, but with some technical aspects as well.",
5/7/2022 21:19:43,Male,35,Completed Post Graduate Degree,Architecture and Engineering,Middle level,United States,Email,Yes,No,Yes,Not important at all,I don't need explanations,(a),(a),(a),(a),1,1,1,1,1,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,1,1,1,1,I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.,
5/7/2022 23:08:34,Male,32,Completed Post Graduate Degree,Computer and Mathematical,Middle level,United States,All of the above,Yes,I do not know,I do not know,Very important,I need an explanation for both decisions,(a),(b),(b),(a),2,2,2,2,2,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
5/8/2022 0:52:11,Male,31,Completed Post Graduate Degree,Computer and Mathematical,Executive level,United Kingdom,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,1,1,1,"An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/8/2022 1:16:30,Male,32,Completed Post Graduate Degree,Architecture and Engineering,Middle level,United States,None of the above,I do not know,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),1,1,1,3,2,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,2,2,3,3,"Interactive - Allow me to understand reasoning of the AI system in different granularities, It depends on the scenario/context, different scenarios require different explanation level.",
5/8/2022 2:06:31,Male,37,Completed Post Graduate Degree,Computer and Mathematical,Management level,United States,Email,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(b),1,1,1,2,4,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,3,2,3,5,"Easy to understand - Expect no technical expertise from me, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples",
5/8/2022 6:01:42,Male,32,Completed Post Graduate Degree,Computer and Mathematical,Executive level,Australia,All of the above,Yes,No,Yes,Neutral,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),5,5,5,3,4,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,5,5,3,2,3,"Faithful - Reflect the actual reasoning of the AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, Be transparent about potential biases associated with both the results and explanations",
5/8/2022 8:16:22,Female,32,Completed Undergraduate Degree,"Education, Training, and Library",Management level,United States,None of the above,Yes,No,No,Important,I need an explanation for both decisions,(b),(a),(a),(a),2,2,5,3,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,1,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",Safeguarding the privacy of the user
5/8/2022 8:41:10,Female,34,Completed Post Graduate Degree,Unoccupied,Unoccupied,Sri Lanka,All of the above,I do not know,Yes,I do not know,Very important,I need an explanation for both decisions,(a),(b),(a),(a),1,1,1,1,1,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,1,1,2,"It depends on the scenario/context, different scenarios require different explanation level.",
5/8/2022 21:53:41,Female,34,Completed Primary School,Architecture and Engineering,Executive level,Sri Lanka,Calculator,Yes,I do not know,Yes,Important,I need an explanation when I do not get the decision I expected,(a),(a),(a),(a),3,2,4,2,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,2,2,"Easy to understand - Expect no technical expertise from me, I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
5/8/2022 22:01:55,Female,32,Completed Post Graduate Degree,Other,Management level,Sri Lanka,None of the above,I do not know,No,No,Important,I need an explanation for both decisions,(a),(a),(a),(a),1,1,1,1,1,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,1,1,1,1,Interactive - Allow me to understand reasoning of the AI system in different granularities,No
5/9/2022 6:18:25,Male,31,Completed Undergraduate Degree,Other,Middle level,Singapore,All of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(b),5,5,5,3,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,5,3,3,1,2,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/9/2022 8:55:18,Female,32,Completed Post Graduate Degree,"Life, Physical, and Social Science",Executive level,Sri Lanka,All of the above,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),1,1,1,2,2,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,3,2,1,3,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/9/2022 11:14:38,Male,36,Completed Post Graduate Degree,Architecture and Engineering,Middle level,Japan,Email,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),2,1,3,3,1,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,3,2,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, I would like to have easy to understand explanations, but with some technical aspects as well.",
5/9/2022 12:36:22,Female,33,Completed Post Graduate Degree,Architecture and Engineering,Entry level,United States,Email,Yes,I do not know,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,2,5,3,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,3,1,4,4,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations",A disclosure on personally data security concerns and measures to prevent breaches 
5/9/2022 21:18:43,Female,32,Completed Undergraduate Degree,Management,Middle level,Qatar,All of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(a),(a),(a),(a),5,5,5,4,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,1,1,2,2,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity",
5/9/2022 22:38:38,Female,31,Completed Post Graduate Degree,"Education, Training, and Library",,Australia,Email,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),1,1,2,3,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,1,1,2,2,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well.",None 
5/10/2022 6:52:44,Male,33,Completed Undergraduate Degree,Computer and Mathematical,Middle level,Singapore,None of the above,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(a),(a),(a),(b),1,1,3,1,2,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,3,1,2,3,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/10/2022 22:29:13,Male,22,Completed High School,Computer and Mathematical,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(a),(b),(b),(a),5,5,5,3,3,"An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,5,4,4,3,3,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Discriminative - State Specific reasons influence the different decisions of AI system, It depends on the scenario/context, different scenarios require different explanation level., I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/10/2022 22:30:52,Male,21,Completed High School,Architecture and Engineering,Unoccupied,Sri Lanka,Email,I do not know,No,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),5,5,5,3,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining how you can change AI's decision in the future,3,5,4,3,2,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well.",
5/10/2022 22:31:42,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,I do not know,No,Yes,Important,I need an explanation for both decisions,(a),(a),(a),(a),2,1,1,4,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,1,2,1,3,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/10/2022 22:31:59,Male,21,Completed Undergraduate Degree,Computer and Mathematical,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation when I get the decision I expected,(a),(b),(a),(a),3,3,2,1,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,2,3,2,2,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities",
5/10/2022 22:34:08,Female,23,Completed High School,Other,Unoccupied,Sri Lanka,Email,I do not know,I do not know,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,1,1,2,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,2,1,3,3,3,"I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations",
5/10/2022 22:36:37,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,3,4,5,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,2,1,3,4,5,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations",
5/10/2022 22:36:55,Male,23,Completed Undergraduate Degree,Computer and Mathematical,Unoccupied,Sri Lanka,Email,I do not know,I do not know,I do not know,Important,I need an explanation for both decisions,(a),(a),(a),(b),2,1,2,2,2,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,2,1,1,1,1,Interactive - Allow me to understand reasoning of the AI system in different granularities,
5/10/2022 22:39:39,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,Yes,I do not know,Yes,Important,I need an explanation for both decisions,(b),(b),(a),(a),5,5,4,3,3,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,4,4,3,4,3,"Consistent - Provide similar explanations for similar/neighboring examples, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
5/10/2022 22:41:00,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,None of the above,I do not know,No,Yes,Neutral,I need an explanation for both decisions,(b),(b),(a),(a),2,1,3,4,5,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,1,2,4,5,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., Be transparent about potential biases associated with both the results and explanations",
5/10/2022 22:41:55,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,No,No,I do not know,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,1,1,1,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,2,3,3,3,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/10/2022 22:43:45,Male,21,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,I do not know,No,Yes,Important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),1,1,1,3,3,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,1,1,1,2,2,"Faithful - Reflect the actual reasoning of the AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level.",
5/10/2022 22:45:33,Male,22,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,3,5,4,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,2,1,5,3,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations",
5/10/2022 22:48:05,Male,21,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,Yes,I do not know,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),2,1,1,1,1,"An overall explanation of how the AI system works - once for the application, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well.",
5/10/2022 22:48:55,Male,24,Completed High School,Computer and Mathematical,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(b),1,1,1,3,3,Explanation per decision if requested,An explanation explaining why AI made a certain decision,3,1,1,2,3,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, I would like to have easy to understand explanations, but with some technical aspects as well.",
5/10/2022 22:49:20,Male,21,Completed High School,Unoccupied,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(a),(b),(a),(a),1,2,3,4,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining why AI made a certain decision,1,2,3,1,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise), I would like to have easy to understand explanations, but with some technical aspects as well., It depends on the scenario/context, different scenarios require different explanation level., Be transparent about potential biases associated with both the results and explanations, I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
5/10/2022 22:50:21,Male,21,Completed High School,Computer and Mathematical,Unoccupied,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(a),(b),(b),(b),1,1,1,3,2,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,5,1,3,2,"It depends on the scenario/context, different scenarios require different explanation level.",
5/10/2022 22:53:53,Male,22,Completed High School,Computer and Mathematical,Unoccupied,Sri Lanka,Email,I do not know,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),4,5,5,3,1,Explanation per decision if requested,An explanation explaining why AI made a certain decision,4,3,4,3,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system",
5/10/2022 22:54:21,Male,21,Completed High School,Unoccupied,Unoccupied,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(a),(a),(a),(a),3,3,3,3,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,5,5,5,1,1,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I would like to have easy to understand explanations, but with some technical aspects as well., I expect explanations to be infrequent (or rate to exponentially decay) and only generate explanations when previously provided explanations are not sufficient to explain the current scenario.",
