Timestamp,Gender,Age,Education level,Field of occupation,Occupation level,Country of Residence,Which of the following mobile phone app uses AI in its operations,Can an AI tool determine if you have risk of Pneumonia by examining your chest x-rays?,"When you try to unlock your mobile phone using a pin, does an underline AI tool make that decision?",Think about the advertisements you see when you are on the internet. Are those selected by AI tools?,Assume that an AI system makes decisions for you in your day-to-day activities. How important is it to know the reasons behind such decisions?,Assume that an AI system makes decisions for you in your day-to-day activities. When do you need an explanation for such a decision?,A person is discharged from the hospital after a hospital stay of more than a week. An AI system predicts that he will be readmitted within the next 30 days.,An online clothing store recommends dresses to its customer with the help of an AI system. Suppose this system recommends the dress in Figure 1,A company decides the salary of its new recruits using an AI system. For one employee the AI systems decided to pay less than $50k per annum. ,An AI system developed to recognize different pets has recognized the animal in Figure 1 as a Cat.,"Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Financial impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Medical impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Legal impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Social posting  impact (fb/ig)]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Time Wasted]",Which kind of explanations about the AI system would you like to see? ,What kind of explanation is more useful for you?,"Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A surveillance system detecting suspicious person at public places.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A smartwatch detecting Atrial fibrillation (a common heart rhythm disorder that elevates stroke risk) in stroke survivors.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A remote monitoring systems in tunnels alerting maintenance requirements.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [An intelligent virtual assistant helping to operate home appliances.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A parking slot recommendation systems in the city area.]",I expect explanations to be,Are there any comments or concerns you would like to raise about XAI?
3/21/2022 19:53:12,Female,31,Completed Undergraduate Degree,Architecture and Engineering,Entry level,Singapore,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,1,1,3,1,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Discriminative - State Specific reasons influence the different decisions of AI system",What happens when a person doesn't agree with an explanation given by XAI? Is there a learning part for XAI with consumer feedback
3/21/2022 20:12:56,Female,24,Completed Undergraduate Degree,Unoccupied,Unoccupied,Singapore,Email,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(a),(a),(a),(a),1,3,4,5,2,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system",
3/21/2022 20:18:00,Female,31,Completed Undergraduate Degree,Computer and Mathematical,Student,Singapore,Email,Yes,Yes,Yes,Neutral,I need an explanation for both decisions,(a),(b),(a),(a),4,5,2,3,1,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,3,1,5,4,Easy to understand - Expect no technical expertise from me,
3/21/2022 20:18:37,Female,26,Completed Undergraduate Degree,Computer and Mathematical,Unoccupied,Singapore,Email,Yes,Yes,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(a),(a),(a),5,4,3,2,1,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,3,1,2,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system",
3/21/2022 20:33:45,Male,32,Completed Undergraduate Degree,Other,Executive level,Singapore,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),1,2,4,5,3,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,4,2,1,3,5,"Easy to understand - Expect no technical expertise from me, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 20:40:29,Female,29,Completed Undergraduate Degree,Computer and Mathematical,Executive level,Singapore,None of the above,Yes,Yes,No,Neutral,I need an explanation for both decisions,(a),(b),(b),(a),4,2,3,1,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 20:46:20,Female,28,Completed Undergraduate Degree,Production,Management level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),2,1,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 20:46:37,Male,30,Completed Undergraduate Degree,Production,Management level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(a),(b),(a),(a),2,1,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 20:48:08,Male,27,Completed Undergraduate Degree,Computer and Mathematical,Executive level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(a),(b),(a),2,1,3,4,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,3,4,5,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 20:49:25,Female,28,Completed Undergraduate Degree,Architecture and Engineering,Management level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),3,1,2,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,3,1,2,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples",
3/21/2022 20:51:36,Male,31,Completed Undergraduate Degree,Computer and Mathematical,Management level,Singapore,Email,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),2,1,3,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 21:07:57,Male,34,Completed Post Graduate Degree,Computer and Mathematical,Executive level,Singapore,All of the above,Yes,No,No,Important,I need an explanation for both decisions,(b),(b),(b),(a),1,2,3,4,5,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples",
3/21/2022 21:10:08,Female,28,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,None of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(b),(a),(b),(a),1,2,3,4,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,4,3,2,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, Other",
3/21/2022 22:24:57,Male,33,Completed Undergraduate Degree,Computer and Mathematical,Management level,Sri Lanka,Email,Yes,No,Yes,Neutral,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),2,1,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 22:27:59,Female,26,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,Email,Yes,No,No,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),2,1,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,3,1,2,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity",
3/21/2022 22:34:56,Female,35,Completed Post Graduate Degree,Architecture and Engineering,,Singapore,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(b),2,1,3,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 22:41:37,Male,32,Completed Post Graduate Degree,"Education, Training, and Library",Executive level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(a),(b),(b),(b),2,1,3,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,3,1,2,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 22:42:30,Male,27,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,Email,Yes,Yes,Yes,Neutral,I need an explanation when I do not get the decision I expected,(a),(b),(a),(b),2,1,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples",
3/21/2022 23:05:05,Male,26,Completed Undergraduate Degree,Computer and Mathematical,Unoccupied,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(a),(b),(b),(b),2,1,3,5,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining how you can change AI's decision in the future,2,1,3,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 23:07:22,Male,26,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),4,5,3,1,2,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining how you can change AI's decision in the future,5,4,3,2,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities","Yes. According to my point of view, answers to some of the questions depend on the many factors such as context, stakeholders, impact/consequences, etc. For exmple, the needs of a ML practitioner, a manager who approves ML model deployment, and a user varies from one another. So ML practitioners would be interested in an explainations given from SHAP, LIME, whereas user may be interested in counterfactuals, or other verbal explanations. Hence, I think XAI depends on the application & context."
3/21/2022 23:15:48,Male,28,Completed Undergraduate Degree,Architecture and Engineering,Management level,Sri Lanka,None of the above,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(b),4,5,3,2,1,An overall explanation of how the AI system works - once for the application,An explanation explaining how you can change AI's decision in the future,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/21/2022 23:19:13,Male,26,Completed Undergraduate Degree,"Arts, Design, Entertainment, Sports, and Media",Management level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,3,5,4,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise) ",
3/21/2022 23:31:36,Female,26,Completed Undergraduate Degree,Healthcare Support,Management level,Canada,All of the above,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(a),(b),(b),(a),3,4,1,5,2,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,1,2,3,4,5,Easy to understand - Expect no technical expertise from me,
3/21/2022 23:49:53,Male,23,Completed High School,Unoccupied,Unoccupied,Sri Lanka,None of the above,Yes,No,Yes,Important,I need an explanation when I get the decision I expected,(b),(b),(a),(a),1,2,4,5,3,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,1,2,3,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 1:14:14,Male,32,Completed Post Graduate Degree,"Education, Training, and Library",Executive level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(b),3,1,2,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,1,4,2,5,3,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)","Usually the AI systems that are being used are not under the consumers control, rather under the control of service providers. Sometimes, explaining the methods can be used by consumers to manipulate the system to their advantage, like in google page ranking. If the system is complex, it will be hard to explain, and hard to manipulate as well. However in many other scenarios, it could be really helpful to have an explanation."
3/22/2022 1:28:39,Female,32,Completed Post Graduate Degree,"Education, Training, and Library",Senior Lecturer,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,3,4,5,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 2:09:46,Female,29,Completed Undergraduate Degree,Legal,Executive level,United Kingdom,Email,Yes,Yes,No,Important,I need an explanation when I do not get the decision I expected,(a),(b),(a),(a),5,3,4,2,1,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,3,4,5,Easy to understand - Expect no technical expertise from me,None
3/22/2022 6:52:45,Male,31,Completed Undergraduate Degree,Computer and Mathematical,Student,Singapore,Email,Yes,No,Yes,Neutral,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),1,2,3,5,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining why AI made a certain decision,3,1,2,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 7:28:12,Male,31,Completed Post Graduate Degree,Computer and Mathematical,Researcher,Australia,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),3,5,2,1,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining why AI made a certain decision,3,5,4,2,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 7:33:28,Male,27,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Singapore,Email,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(b),1,2,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,4,3,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system",
3/22/2022 7:37:13,Male,30,Completed Post Graduate Degree,Computer and Mathematical,Student,New Zealand,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(b),2,1,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,3,1,2,5,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/22/2022 7:41:43,Female,32,Completed Undergraduate Degree,Computer and Mathematical,Executive level,Sri Lanka,All of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(a),(a),(b),(a),1,2,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 7:52:08,Male,32,Completed Post Graduate Degree,Computer and Mathematical,Researcher,Singapore,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(a),(a),(b),3,1,2,4,5,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining why AI made a certain decision,1,2,4,5,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",What happens if the human interests on XAI has high variability? 
3/22/2022 8:02:04,Female,32,Completed Post Graduate Degree,Business and Financial Operations,Executive level,Singapore,All of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(a),(b),(a),3,1,2,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)","Would like to see how XAI can be used for investment decisions (financial and non-financial both) 
e.g 
Financial - to explain financial model decisions on viability of investment portfolios.
Non Financial - to explain the best alternatives given by agricultural decision making models"
3/22/2022 8:15:19,Male,30,Completed Undergraduate Degree,Computer and Mathematical,Management level,Singapore,Email,Yes,No,Yes,Very important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),1,2,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,3,1,5,4,2,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/22/2022 8:18:29,Male,32,Completed Undergraduate Degree,Computer and Mathematical,Executive level,Sri Lanka,None of the above,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(a),3,2,1,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system",
3/22/2022 8:22:13,Male,32,Completed Post Graduate Degree,Computer and Mathematical,Senior Lecturer,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(b),1,2,3,5,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining how you can change AI's decision in the future,1,5,2,3,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity",N/A
3/22/2022 8:27:31,Female,28,Completed Undergraduate Degree,Other,Researcher,Singapore,Email,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(a),(a),3,5,4,1,2,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining why AI made a certain decision,3,5,4,2,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples",
3/22/2022 8:39:20,Female,30,Completed Undergraduate Degree,Computer and Mathematical,Researcher,Singapore,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),1,2,3,4,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,3,5,4,2,1,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system",
3/22/2022 8:51:03,Female,28,Completed Undergraduate Degree,Computer and Mathematical,Student,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(a),(b),(a),(b),2,1,4,5,3,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining why AI made a certain decision,2,1,5,3,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/22/2022 8:52:18,Female,25,Completed Undergraduate Degree,Architecture and Engineering,Entry level,Singapore,None of the above,Yes,No,Yes,Important,I need an explanation when I do not get the decision I expected,(b),(b),(b),(b),2,1,3,5,4,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,4,5,3,2,"Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 8:58:22,Female,33,Completed Post Graduate Degree,Computer and Mathematical,Executive level,Singapore,Email,Yes,No,Yes,Neutral,I need an explanation when I do not get the decision I expected,(b),(b),(b),(b),2,1,3,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 8:58:57,Prefer not to say,27,Completed Undergraduate Degree,Computer and Mathematical,Entry level,Sri Lanka,Email,Yes,No,No,Important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,3,4,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,2,4,5,3,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 9:07:59,Male,32,Completed Post Graduate Degree,Architecture and Engineering,Senior Engineer,Singapore,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(a),(a),2,1,3,5,4,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/22/2022 9:10:49,Female,30,Completed Undergraduate Degree,Computer and Mathematical,Executive level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),2,1,3,4,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,3,5,4,"Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/22/2022 9:12:44,Female,26,Completed Post Graduate Degree,Computer and Mathematical,Entry level,Sri Lanka,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(b),3,1,2,5,4,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Discriminative - State Specific reasons influence the different decisions of AI system, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
